City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Leeton,AU,2020-04-18 03:23:03,-34.57,146.4,64.99,52,6,9.17
283,Butterworth,MY,2020-04-18 03:23:03,5.4,100.36,89.6,70,20,2.24
284,Wanning,CN,2020-04-18 03:23:03,18.8,110.4,80.08,81,98,8.3
285,Vila Velha,BR,2020-04-18 03:23:04,-20.33,-40.29,75.2,78,90,11.41
286,Darhan,MN,2020-04-18 03:23:04,49.49,105.92,48.81,38,32,5.99
287,Nichinan,JP,2020-04-18 03:23:04,31.6,131.37,73.4,28,40,24.16
288,Waipawa,NZ,2020-04-18 03:23:04,-41.41,175.52,64.4,59,1,17.22
289,Ust-Barguzin,RU,2020-04-18 03:23:04,53.45,108.98,37.76,64,87,7.25
290,Maua,BR,2020-04-18 03:23:05,-23.67,-46.46,60.8,82,20,9.17
291,Raychikhinsk,RU,2020-04-18 03:23:05,49.78,129.41,55.67,35,32,9.57
292,Klaksvik,FO,2020-04-18 03:23:05,62.23,-6.59,41.0,86,0,6.93
293,General Roca,AR,2020-04-18 03:23:05,-39.03,-67.58,62.6,72,69,5.82
294,Marawi,PH,2020-04-18 03:23:06,8.0,124.29,86.72,37,2,3.96
295,Chalons-En-Champagne,FR,2020-04-18 03:23:06,48.95,4.37,55.4,87,100,8.05
296,Robertsport,LR,2020-04-18 03:20:07,6.75,-11.37,81.0,86,100,8.93
297,Ponta Do Sol,PT,2020-04-18 03:23:07,32.67,-17.1,55.99,66,12,6.64
298,San Francisco,US,2020-04-18 03:21:23,37.77,-122.42,55.99,66,75,10.29
299,Juruti,BR,2020-04-18 03:23:08,-2.15,-56.09,75.94,91,100,6.38
300,Vilyuysk,RU,2020-04-18 03:23:08,63.76,121.62,12.76,89,91,9.71
301,Kavaratti,IN,2020-04-18 03:19:42,10.57,72.64,84.72,68,96,3.78
302,Macomb,US,2020-04-18 03:19:04,40.46,-90.67,36.0,80,1,9.17
303,Nuuk,GL,2020-04-18 03:23:09,64.18,-51.72,24.8,79,100,6.93
304,Black Diamond,US,2020-04-18 03:23:09,47.31,-122.0,64.0,43,100,1.25
305,Belaya Gora,RU,2020-04-18 03:23:10,68.53,146.42,3.6,89,79,5.99
306,San Vicente,AR,2020-04-18 03:23:10,-26.62,-54.13,52.97,80,62,3.18
307,Gisborne,NZ,2020-04-18 03:23:10,-38.65,178.0,75.99,35,16,11.99
308,Port Hardy,CA,2020-04-18 03:23:10,50.7,-127.42,48.2,87,75,9.17
309,Ustupo,PA,2020-04-18 03:23:11,9.13,-77.93,78.3,82,31,8.52
310,Los Llanos De Aridane,ES,2020-04-18 03:23:11,28.66,-17.92,64.4,68,40,5.82
311,Ouadda,CF,2020-04-18 03:23:11,8.08,22.4,66.79,23,22,1.12
312,Petropavlovka,RU,2020-04-18 03:23:11,50.61,105.32,46.8,40,76,5.59
313,San,ML,2020-04-18 03:21:43,13.3,-4.9,87.85,12,17,5.23
314,Meulaboh,ID,2020-04-18 03:23:12,4.14,96.13,83.88,71,97,3.13
315,Katsuura,JP,2020-04-18 03:23:12,35.13,140.3,62.6,93,75,18.34
316,Koungou,YT,2020-04-18 03:23:12,-12.73,45.2,78.8,83,1,2.24
317,Muisne,EC,2020-04-18 03:23:12,0.6,-80.03,79.02,82,100,3.2
318,Kingston,JM,2020-04-18 03:20:17,18.0,-76.79,82.4,74,20,5.82
319,Terrace Bay,CA,2020-04-18 03:23:13,48.78,-87.1,29.86,90,0,13.29
320,Tahe,CN,2020-04-18 03:23:13,52.33,124.73,40.71,41,85,6.08
321,Aljezur,PT,2020-04-18 03:23:13,37.32,-8.8,57.99,89,94,6.02
322,Yaan,NG,2020-04-18 03:23:13,7.38,8.57,79.32,74,81,10.74
323,Denpasar,ID,2020-04-18 03:19:20,-8.65,115.22,87.3,64,25,1.12
324,Cozumel,MX,2020-04-18 03:23:14,20.51,-86.95,81.0,83,20,4.7
325,Saint George,US,2020-04-18 03:23:14,37.1,-113.58,70.0,26,40,5.82
326,Hualmay,PE,2020-04-18 03:23:14,-11.1,-77.61,70.99,78,100,6.62
327,Kachiry,KZ,2020-04-18 03:23:14,53.07,76.1,57.94,45,0,10.42
328,Sumbe,AO,2020-04-18 03:23:15,-11.21,13.84,78.4,86,98,0.78
329,Fallon,US,2020-04-18 03:23:15,39.47,-118.78,59.0,30,75,5.82
330,Port Blair,IN,2020-04-18 03:23:15,11.67,92.75,83.5,71,61,3.38
331,Xifeng,CN,2020-04-18 03:23:15,42.74,124.72,63.01,26,0,7.34
332,Isla Vista,US,2020-04-18 03:18:48,34.41,-119.86,60.8,72,75,4.7
333,Barcelos,PT,2020-04-18 03:23:16,41.54,-8.62,53.6,100,75,4.7
334,Barahona,DO,2020-04-18 03:23:16,18.21,-71.1,77.97,76,14,6.78
335,Kaeo,NZ,2020-04-18 03:23:16,-35.1,173.78,69.01,87,38,4.0
336,Gambo,CF,2020-04-18 03:23:16,4.65,22.26,71.94,84,100,2.37
337,Boizenburg,DE,2020-04-18 03:23:17,53.38,10.72,37.0,76,0,7.27
338,Ungaran,ID,2020-04-18 03:23:17,-7.14,110.41,87.8,58,20,5.82
339,Champerico,GT,2020-04-18 03:23:17,14.3,-91.92,84.13,69,39,4.38
340,Meybod,IR,2020-04-18 03:23:17,32.25,54.02,51.8,93,0,2.24
341,Leighton Buzzard,GB,2020-04-18 03:23:18,51.92,-0.66,43.0,90,95,4.0
342,Inuvik,CA,2020-04-18 03:23:18,68.35,-133.72,33.8,80,75,5.82
343,Doha,QA,2020-04-18 03:18:53,25.29,51.53,75.99,73,60,3.36
344,Baringo,KE,2020-04-18 03:23:18,0.47,35.97,71.35,54,100,4.36
345,Nizhniy Kuranakh,RU,2020-04-18 03:23:18,58.84,125.49,17.06,81,100,6.33
346,Zilupe,LV,2020-04-18 03:19:44,56.39,28.12,31.55,92,48,9.4
347,Smithers,CA,2020-04-18 03:19:52,54.78,-127.17,53.6,58,40,5.82
348,Eureka,US,2020-04-18 03:23:20,40.8,-124.16,54.0,82,33,5.99
349,Huesca,ES,2020-04-18 03:23:20,42.14,-0.41,55.4,93,40,4.7
350,Rincon,US,2020-04-18 03:20:05,32.3,-81.24,66.2,88,40,5.82
351,Ouegoa,NC,2020-04-18 03:23:21,-20.35,164.43,81.39,67,98,5.46
352,Jalu,LY,2020-04-18 03:23:21,29.03,21.55,61.41,56,0,8.08
353,Salalah,OM,2020-04-18 03:23:21,17.02,54.09,78.8,74,20,3.36
354,Kovdor,RU,2020-04-18 03:23:21,67.57,30.48,31.57,89,100,12.21
355,Shestakovo,RU,2020-04-18 03:23:22,56.49,103.96,33.73,71,82,10.02
356,Altamont,US,2020-04-18 03:18:42,42.21,-121.74,54.0,25,1,3.36
357,Saint-Georges,GD,2020-04-18 03:23:22,12.06,-61.75,80.6,78,20,11.41
358,Benito Juarez,MX,2020-04-18 03:23:22,19.39,-99.17,71.6,43,75,11.41
359,Pangai,TO,2020-04-18 03:23:22,-19.8,-174.35,82.4,69,75,13.87
360,Tommot,RU,2020-04-18 03:23:23,58.96,126.29,18.41,81,100,5.88
361,Dunmore Town,BS,2020-04-18 03:23:23,25.5,-76.65,77.61,81,34,9.95
362,Okhotsk,RU,2020-04-18 03:19:54,59.38,143.3,22.78,92,100,5.7
363,Rio Grande,BR,2020-04-18 03:21:20,-32.03,-52.1,52.0,96,0,8.34
364,Noumea,NC,2020-04-18 03:19:58,-22.28,166.46,89.6,43,39,12.75
365,Banjar,ID,2020-04-18 03:23:24,-8.19,114.97,87.8,79,20,6.93
366,Acari,PE,2020-04-18 03:23:24,-15.43,-74.62,73.11,62,65,4.36
367,Nyurba,RU,2020-04-18 03:23:24,63.28,118.33,14.81,87,100,7.47
368,Uchaly,RU,2020-04-18 03:23:24,54.3,59.45,37.44,67,9,17.56
369,Uspenka,UA,2020-04-18 03:23:25,48.39,39.16,41.47,64,62,4.34
370,Ostrovnoy,RU,2020-04-18 03:23:17,68.05,39.51,31.59,98,100,12.8
371,Upernavik,GL,2020-04-18 03:23:25,72.79,-56.15,21.58,90,98,4.09
372,Lisakovsk,KZ,2020-04-18 03:21:20,52.54,62.49,46.22,76,32,15.95
373,Hobyo,SO,2020-04-18 03:23:26,5.35,48.53,83.16,75,30,10.69
374,Eyl,SO,2020-04-18 03:23:26,7.98,49.82,82.31,78,8,10.18
375,Chegem Vtoroy,RU,2020-04-18 03:23:26,43.6,43.6,46.0,55,40,6.71
376,Maceio,BR,2020-04-18 03:23:26,-9.67,-35.74,75.2,100,40,4.7
377,Vestmannaeyjar,IS,2020-04-18 03:20:18,63.44,-20.27,44.1,84,100,31.09
378,Esna,EG,2020-04-18 03:23:27,25.29,32.55,68.0,52,72,7.78
379,Rantepao,ID,2020-04-18 03:23:27,-2.97,119.9,82.33,51,39,3.44
380,Sapele,NG,2020-04-18 03:23:28,5.89,5.68,78.19,93,84,3.27
381,Tazovskiy,RU,2020-04-18 03:19:30,67.47,78.7,35.6,99,100,17.63
382,Zhanaozen,KZ,2020-04-18 03:23:28,43.3,52.8,53.02,39,57,8.16
383,Akyab,MM,2020-04-18 03:23:28,20.15,92.9,85.6,60,8,3.09
384,Ginir,ET,2020-04-18 03:23:29,7.13,40.7,59.43,56,100,1.97
385,Shieli,KZ,2020-04-18 03:23:04,44.17,66.75,65.62,26,0,7.27
386,Carutapera,BR,2020-04-18 03:22:38,-1.2,-46.02,76.77,90,100,6.82
387,Orikum,AL,2020-04-18 03:23:30,40.33,19.47,53.67,63,4,5.91
388,Broken Hill,AU,2020-04-18 03:23:31,-31.95,141.43,64.4,39,90,9.17
389,Iberia,US,2020-04-18 03:23:31,29.95,-91.75,73.4,94,20,5.82
390,Coihaique,CL,2020-04-18 03:19:50,-45.58,-72.07,53.6,66,62,2.24
391,Nisia Floresta,BR,2020-04-18 03:23:31,-6.09,-35.21,78.8,94,20,4.7
392,Parabel,RU,2020-04-18 03:23:31,58.7,81.48,44.46,71,100,14.54
393,Arrecife,ES,2020-04-18 03:23:32,28.96,-13.55,62.6,82,0,4.7
394,Kindu,CD,2020-04-18 03:23:32,-2.95,25.95,67.6,84,99,1.19
395,Morondava,MG,2020-04-18 03:23:32,-20.28,44.28,74.7,77,0,8.81
396,Kumphawapi,TH,2020-04-18 03:23:33,17.11,103.01,84.2,66,99,6.93
397,Thinadhoo,MV,2020-04-18 03:22:14,0.53,72.93,84.79,75,20,8.84
398,Matara,LK,2020-04-18 03:23:34,5.95,80.54,84.11,75,93,6.64
399,Gorgan,IR,2020-04-18 03:23:34,36.84,54.43,46.4,100,40,2.57
400,Buena Vista,US,2020-04-18 03:23:34,43.42,-83.9,37.4,86,75,6.93
401,Dwarka,IN,2020-04-18 03:23:10,22.24,68.97,80.53,75,0,11.83
402,Camana,PE,2020-04-18 03:19:28,-16.62,-72.71,71.33,75,95,7.2
403,Salinas,US,2020-04-18 03:20:04,36.68,-121.66,55.4,76,90,8.05
404,Resistencia,AR,2020-04-18 03:23:35,-27.46,-58.98,62.01,100,0,2.24
405,Owando,CG,2020-04-18 03:23:36,-0.48,15.9,71.44,85,100,2.62
406,Asau,RO,2020-04-18 03:23:36,46.43,26.4,50.0,53,99,3.36
407,Belyy Yar,RU,2020-04-18 03:23:36,53.6,91.39,46.4,49,0,2.24
408,Banamba,ML,2020-04-18 03:23:36,13.55,-7.45,87.1,17,60,6.82
409,Covington,US,2020-04-18 03:19:39,39.08,-84.51,45.0,87,90,17.22
410,Kedrovyy,RU,2020-04-18 03:23:37,56.17,91.82,46.4,49,0,4.47
411,Mazamet,FR,2020-04-18 03:23:37,43.49,2.37,57.2,93,90,4.7
412,Sarangani,PH,2020-04-18 03:23:06,5.4,125.46,83.03,76,24,19.73
413,Aksu,CN,2020-04-18 03:23:38,41.12,80.26,61.02,36,100,5.32
414,Buarcos,PT,2020-04-18 03:23:38,40.17,-8.88,55.0,93,0,3.36
415,Luba,GQ,2020-04-18 03:23:38,3.46,8.55,82.2,77,92,5.44
416,Hammerfest,NO,2020-04-18 03:23:38,70.66,23.68,35.6,69,75,34.45
417,Fortuna,US,2020-04-18 03:19:25,40.6,-124.16,55.0,93,1,5.82
418,Almaznyy,RU,2020-04-18 03:23:39,48.04,40.05,37.4,93,20,2.24
419,Meitingen,DE,2020-04-18 03:23:39,48.55,10.85,51.01,87,82,3.36
420,Atasu,KZ,2020-04-18 03:19:26,48.68,71.64,53.76,38,91,8.01
421,San Andres,CO,2020-04-18 03:23:40,12.58,-81.7,82.4,69,20,10.29
422,San Joaquin,VE,2020-04-18 03:23:40,10.26,-67.79,73.8,75,22,5.53
423,Zhezkazgan,KZ,2020-04-18 03:23:40,47.8,67.71,53.6,37,0,11.18
424,Saint-Doulchard,FR,2020-04-18 03:23:40,47.1,2.35,57.0,93,93,3.36
425,Torrington,US,2020-04-18 03:22:39,41.8,-73.12,37.0,95,100,4.12
426,Calabozo,VE,2020-04-18 03:23:41,8.92,-67.43,85.48,45,38,7.43
427,Praia Da Vitoria,PT,2020-04-18 03:23:41,38.73,-27.07,57.2,87,20,10.85
428,Uyuni,BO,2020-04-18 03:23:41,-20.46,-66.83,43.95,21,3,7.67
429,Puerto Ayacucho,VE,2020-04-18 03:23:41,5.66,-67.62,79.97,67,21,4.47
430,Padang,ID,2020-04-18 03:23:42,-0.95,100.35,87.15,62,38,0.49
431,Alamos,MX,2020-04-18 03:23:42,27.02,-108.93,75.0,55,24,4.0
432,Athens,GR,2020-04-18 03:19:57,37.98,23.72,57.0,81,9,4.16
433,Lalganj,IN,2020-04-18 03:23:42,25.87,85.18,80.6,83,75,6.93
434,Perelyub,RU,2020-04-18 03:23:42,51.87,50.37,39.0,75,27,11.63
435,Ahipara,NZ,2020-04-18 03:23:43,-35.17,173.17,67.1,75,13,10.94
436,Ariquemes,BR,2020-04-18 03:23:43,-9.91,-63.04,71.56,85,8,3.76
437,Blajeni,RO,2020-04-18 03:23:43,46.23,22.9,47.73,71,6,1.25
438,Simao,CN,2020-04-18 03:23:43,22.79,100.97,80.91,23,10,7.27
439,Thurso,GB,2020-04-18 03:23:44,58.59,-3.53,41.0,81,0,11.41
440,Ende,ID,2020-04-18 03:23:44,-8.84,121.66,83.44,73,13,6.33
441,Asuncion,PY,2020-04-18 03:20:04,-25.3,-57.64,64.4,68,26,5.82
442,Traralgon,AU,2020-04-18 03:23:44,-38.18,146.53,59.0,77,99,8.01
443,Sabang,ID,2020-04-18 03:20:10,5.89,95.32,83.68,69,93,3.49
444,Agadez,NE,2020-04-18 03:23:45,19.75,10.25,75.76,14,0,4.94
445,Asfi,MA,2020-04-18 03:18:55,32.3,-9.24,61.81,78,77,7.07
446,Kidal,ML,2020-04-18 03:20:43,18.44,1.41,80.35,14,21,4.54
447,Muli,MV,2020-04-18 03:23:45,2.92,73.57,85.32,71,14,7.16
448,Byron Bay,AU,2020-04-18 03:23:34,-28.65,153.62,78.8,65,40,8.05
449,Lavrentiya,RU,2020-04-18 03:23:47,65.58,-171.0,23.23,97,100,13.22
450,Nkayi,CG,2020-04-18 03:23:47,-4.18,13.29,72.46,90,98,1.12
451,Yuli,NG,2020-04-18 03:23:47,9.7,10.27,82.49,25,0,2.46
452,Gazanjyk,TM,2020-04-18 03:23:47,39.24,55.52,60.53,56,0,8.19
453,Honiara,SB,2020-04-18 03:19:58,-9.43,159.95,78.8,94,90,5.82
454,Auki,SB,2020-04-18 03:23:49,-8.77,160.7,81.34,79,98,3.22
455,Marsa Matruh,EG,2020-04-18 03:23:49,31.35,27.25,51.8,81,20,5.26
456,Gravdal,NO,2020-04-18 03:23:49,68.12,13.5,38.41,96,100,10.92
457,Karatau,KZ,2020-04-18 03:23:49,43.17,70.47,60.51,32,0,1.88
458,Balkanabat,TM,2020-04-18 03:23:50,39.51,54.37,61.97,45,0,2.89
459,Venado Tuerto,AR,2020-04-18 03:23:50,-33.75,-61.97,55.99,69,0,9.55
460,Taungdwingyi,MM,2020-04-18 03:23:50,20.02,95.55,91.33,30,0,8.48
461,Nuevo Progreso,MX,2020-04-18 03:23:50,23.17,-97.95,75.99,79,14,3.24
462,Juneau,US,2020-04-18 03:21:15,58.3,-134.42,55.4,58,75,4.7
463,Mampong,GH,2020-04-18 03:23:51,7.06,-1.4,74.34,84,96,8.28
464,Zavyalovo,RU,2020-04-18 03:23:51,54.51,82.45,53.6,37,0,8.95
465,Altay,CN,2020-04-18 03:23:51,47.87,88.12,51.37,32,0,1.21
466,Antalaha,MG,2020-04-18 03:23:51,-14.9,50.28,75.85,79,57,11.01
467,Praya,CV,2020-04-18 03:23:52,14.92,-23.51,71.6,68,20,13.87
468,Fort Nelson,CA,2020-04-18 03:23:52,58.81,-122.7,41.0,56,20,6.93
469,Robat Karim,IR,2020-04-18 03:23:52,35.48,51.08,55.4,87,34,6.93
470,Constitucion,CL,2020-04-18 03:23:52,-35.33,-72.42,59.63,89,1,8.7
471,Lufilufi,WS,2020-04-18 03:23:52,-13.87,-171.6,87.01,66,84,5.01
472,Catabola,AO,2020-04-18 03:23:53,-12.15,17.28,60.19,63,99,3.24
473,Forio,IT,2020-04-18 03:20:11,40.73,13.86,60.01,73,25,2.04
474,Nome,US,2020-04-18 03:19:21,64.5,-165.41,35.6,100,90,10.29
475,Inirida,CO,2020-04-18 03:23:53,3.87,-67.92,75.11,79,84,1.36
476,Karema,TZ,2020-04-18 03:23:54,-6.82,30.44,71.26,66,100,7.11
477,Gejiu,CN,2020-04-18 03:23:54,23.31,103.16,68.27,33,18,10.25
478,Urumqi,CN,2020-04-18 03:23:54,43.8,87.6,60.8,48,99,2.24
479,Mahroni,IN,2020-04-18 03:23:54,24.59,78.73,93.2,16,13,9.31
480,Goderich,CA,2020-04-18 03:23:54,43.75,-81.72,32.0,86,80,3.98
481,Haines Junction,CA,2020-04-18 03:20:20,60.75,-137.51,41.31,60,97,1.34
482,San Lazaro,BZ,2020-04-18 03:23:55,18.04,-88.66,74.12,92,52,3.51
483,Santander Jimenez,MX,2020-04-18 03:23:55,24.22,-98.47,78.94,74,63,7.36
484,Zhoucheng,CN,2020-04-18 03:23:56,35.91,116.31,66.97,34,85,5.97
485,Kaduqli,SD,2020-04-18 03:23:56,11.02,29.72,74.89,14,90,8.57
486,Mweka,CD,2020-04-18 03:23:56,-4.85,21.57,68.99,82,100,0.47
487,Kodiak,US,2020-04-18 03:19:35,57.79,-152.41,50.0,76,90,12.75
488,Kununurra,AU,2020-04-18 03:23:57,-15.77,128.73,98.6,32,30,3.36
489,Kloulklubed,PW,2020-04-18 03:23:57,7.04,134.26,82.4,83,90,14.99
490,Staryy Nadym,RU,2020-04-18 03:23:57,65.61,72.68,37.08,98,100,17.9
491,Vila Franca Do Campo,PT,2020-04-18 03:23:57,37.72,-25.43,55.4,87,20,4.7
492,Kodinsk,RU,2020-04-18 03:23:58,58.69,99.18,36.12,72,58,7.29
493,Zhengjiatun,CN,2020-04-18 03:23:58,43.51,123.51,67.53,20,0,3.67
494,Craig,US,2020-04-18 03:23:58,40.52,-107.55,37.4,69,1,3.36
495,Muros,ES,2020-04-18 03:23:58,42.78,-9.06,54.0,93,33,1.01
496,Nemuro,JP,2020-04-18 03:23:59,43.32,145.57,59.0,22,20,12.75
497,Cassia,BR,2020-04-18 03:23:59,-20.58,-46.92,65.34,73,67,1.72
498,Udachnyy,RU,2020-04-18 03:23:59,66.42,112.4,10.4,55,19,8.95
499,Grand Baie,MU,2020-04-18 03:23:59,-20.02,57.58,77.0,83,75,12.75
500,Kushima,JP,2020-04-18 03:23:59,31.46,131.23,73.4,49,40,25.28
501,Hirara,JP,2020-04-18 03:24:00,24.8,125.28,80.6,69,40,17.22
502,Workington,GB,2020-04-18 03:24:00,54.64,-3.54,39.99,80,13,4.0
503,Fenoarivo,MG,2020-04-18 03:24:00,-18.93,47.44,60.8,87,75,5.82
504,Guarapari,BR,2020-04-18 03:24:00,-20.67,-40.5,75.2,78,90,11.41
505,Saint Anthony,US,2020-04-18 03:24:01,45.02,-93.22,43.0,35,1,6.93
506,Kyzyl,RU,2020-04-18 03:24:01,51.7,94.45,43.48,40,61,6.26
507,Joao Pessoa,BR,2020-04-18 03:24:01,-7.12,-34.86,77.0,100,20,2.44
508,Sarab,IR,2020-04-18 03:24:01,38.61,44.99,54.0,43,0,1.34
509,Yulara,AU,2020-04-18 03:24:02,-25.24,130.99,80.6,28,8,8.05
510,Labuhan,ID,2020-04-18 03:24:02,-6.88,112.21,87.76,67,45,3.74
511,Saint-Francois,FR,2020-04-18 03:19:39,46.42,3.91,55.4,76,90,2.24
512,Leh,IN,2020-04-18 03:24:02,34.17,77.58,35.89,19,92,3.11
513,Nortelandia,BR,2020-04-18 03:24:03,-14.45,-56.8,70.57,85,74,4.27
514,Yerbogachen,RU,2020-04-18 03:24:03,61.28,108.01,21.92,84,85,10.89
515,Zemio,CF,2020-04-18 03:24:03,5.03,25.14,73.42,75,100,8.01
516,Maraa,BR,2020-04-18 03:24:03,-1.83,-65.37,73.31,90,45,2.04
517,Owatonna,US,2020-04-18 03:24:04,44.08,-93.23,37.4,59,1,8.05
518,Cleethorpes,GB,2020-04-18 03:24:04,53.56,-0.03,44.6,75,100,19.46
519,Anadyr,RU,2020-04-18 03:24:04,64.75,177.48,19.4,79,75,13.42
520,Hauterive,FR,2020-04-18 03:24:04,46.09,3.45,55.4,76,100,8.05
521,Huangnihe,CN,2020-04-18 03:24:05,43.56,128.02,56.46,42,67,2.57
522,Ust-Ishim,RU,2020-04-18 03:24:05,57.69,71.17,51.4,60,100,10.29
523,Toba,JP,2020-04-18 03:24:05,34.48,136.85,59.0,82,75,10.29
524,Pinotepa Nacional,MX,2020-04-18 03:24:05,16.32,-98.02,77.43,71,34,1.66
525,Veraval,IN,2020-04-18 03:19:34,20.9,70.37,85.55,44,0,9.53
526,Naantali,FI,2020-04-18 03:24:06,60.47,22.02,35.6,74,0,5.82
527,Ketchikan,US,2020-04-18 03:19:48,55.34,-131.65,53.6,76,1,16.11
528,Bundaberg,AU,2020-04-18 03:24:06,-24.85,152.35,88.0,55,68,12.75
529,Dhidhdhoo,MV,2020-04-18 03:24:06,6.88,73.1,86.25,70,98,10.27
530,Nantucket,US,2020-04-18 03:21:33,41.28,-70.1,44.6,48,90,19.46
531,Nouadhibou,MR,2020-04-18 03:24:07,20.93,-17.03,64.4,88,0,8.05
532,Bathsheba,BB,2020-04-18 03:20:12,13.22,-59.52,78.8,74,40,16.11
533,Damascus,SY,2020-04-18 03:23:42,33.51,36.29,57.0,81,0,2.24
534,Makaha,US,2020-04-18 03:24:07,21.47,-158.22,84.2,61,1,9.17
535,Halle,DE,2020-04-18 03:24:08,51.5,12.0,46.0,77,0,10.29
536,Shelburne,CA,2020-04-18 03:19:21,44.08,-80.2,30.99,82,84,3.51
537,Paola,IT,2020-04-18 03:24:08,39.36,16.04,53.01,100,28,5.82
538,Thompson,CA,2020-04-18 03:24:08,55.74,-97.86,28.4,92,90,16.11
539,Tual,ID,2020-04-18 03:24:08,-5.67,132.75,84.99,73,93,8.48
540,Shakawe,BW,2020-04-18 03:24:09,-18.37,21.85,67.84,44,11,2.91
541,Yerofey Pavlovich,RU,2020-04-18 03:24:10,53.97,121.97,31.03,59,100,11.63
542,Kusti,SD,2020-04-18 03:24:10,13.16,32.66,75.4,15,33,9.71
543,Biltine,TD,2020-04-18 03:24:10,14.53,20.92,78.19,16,0,17.27
544,Cootamundra,AU,2020-04-18 03:24:10,-34.65,148.03,64.0,52,2,5.01
545,College,US,2020-04-18 03:24:11,64.86,-147.8,44.6,80,90,3.36
546,Shahr-E Kord,IR,2020-04-18 03:24:11,32.33,50.86,35.6,37,12,4.7
547,Katobu,ID,2020-04-18 03:24:12,-4.94,122.53,88.92,60,21,4.0
548,Havre-Saint-Pierre,CA,2020-04-18 03:20:36,50.23,-63.6,23.0,53,1,6.93
549,Jutai,BR,2020-04-18 03:24:13,-5.18,-68.9,72.32,93,12,2.17
550,Neiafu,TO,2020-04-18 03:24:13,-18.65,-173.98,78.8,88,75,6.93
551,Amahai,ID,2020-04-18 03:24:13,-3.33,128.92,86.27,70,22,3.38
552,Mayor Pablo Lagerenza,PY,2020-04-18 03:24:13,-19.93,-60.77,63.52,47,8,4.18
553,Hede,CN,2020-04-18 03:24:14,33.77,120.25,60.15,59,90,9.73
554,Inhambupe,BR,2020-04-18 03:24:14,-11.78,-38.35,73.2,91,27,3.11
555,Preston,GB,2020-04-18 03:24:14,53.77,-2.72,43.0,76,100,7.0
556,Kirkuk,IQ,2020-04-18 03:24:14,35.47,44.39,64.27,41,51,6.87
557,Beian,NO,2020-04-18 03:24:15,63.66,9.57,41.0,86,75,9.17
558,Mongo,TD,2020-04-18 03:24:15,12.18,18.69,74.77,13,9,5.14
559,Aracati,BR,2020-04-18 03:23:16,-4.56,-37.77,78.17,84,20,5.55
560,Aswan,EG,2020-04-18 03:24:15,24.09,32.91,64.4,45,60,6.93
561,Shar,KZ,2020-04-18 03:24:15,49.59,81.05,50.68,52,0,3.58
562,Tarnogskiy Gorodok,RU,2020-04-18 03:24:16,60.5,43.58,29.53,97,100,3.69
563,Collie,AU,2020-04-18 03:24:16,-33.37,116.15,75.99,36,90,8.23
564,Hobbs,US,2020-04-18 03:24:16,32.7,-103.14,50.0,57,1,9.17
565,Korla,CN,2020-04-18 03:24:16,41.76,86.15,63.27,33,86,9.51
